Col1: Sensor [V]	Col2: Absolute time (Y:M:D - H:M:S)	Col3: Absolute time (epoch) [sec]
at100->-0.00791 at101->1.010059 at102->2.048726 at103->3.049409 at104->3.964141 at105->5.049977 at106->5.979035 at107->6.97484 at108->8.005312 at109->9.035572 at110->10.02359 at111->10.963609 at112->11.994415 at113->13.0291	2020 Jul 09 - 14:50:39	001594299039.590
at100->0.014161 at101->1.028096 at102->2.000395 at103->3.005343 at104->4.023642 at105->5.008082 at106->6.032373 at107->7.039061 at108->8.045415 at109->8.950334 at110->9.996472 at111->10.962993 at112->12.025329 at113->13.049998	2020 Jul 09 - 14:50:40	001594299040.604
at100->0.017303 at101->1.001433 at102->2.005491 at103->2.964587 at104->4.014267 at105->5.036777 at106->5.960087 at107->7.03855 at108->8.0492 at109->8.994708 at110->9.968375 at111->10.951962 at112->12.002098 at113->13.044579	2020 Jul 09 - 14:50:41	001594299041.625
at100->0.026026 at101->1.017413 at102->1.973383 at103->3.006648 at104->3.972074 at105->5.016244 at106->5.961418 at107->6.992098 at108->8.024162 at109->8.979905 at110->10.027295 at111->11.032765 at112->11.951825 at113->12.993864	2020 Jul 09 - 14:50:42	001594299042.645
at100->-0.016536 at101->1.036595 at102->1.957318 at103->2.984955 at104->4.006278 at105->5.04954 at106->6.015532 at107->7.014805 at108->8.01467 at109->8.998301 at110->9.964613 at111->10.959597 at112->12.008002 at113->12.999598	2020 Jul 09 - 14:50:43	001594299043.672
at100->-0.014539 at101->1.03551 at102->1.996643 at103->3.01727 at104->4.025968 at105->5.015359 at106->6.022891 at107->6.968267 at108->8.03196 at109->9.01641 at110->10.006658 at111->11.033022 at112->11.955437 at113->12.96727	2020 Jul 09 - 14:50:44	001594299044.694
at100->0.043815 at101->0.965024 at102->2.026904 at103->3.019637 at104->3.981495 at105->4.968269 at106->6.007199 at107->6.972165 at108->8.027573 at109->8.995712 at110->10.026436 at111->10.979795 at112->12.004515 at113->13.030291	2020 Jul 09 - 14:50:45	001594299045.713
at100->0.023896 at101->1.007162 at102->2.01453 at103->2.990306 at104->4.014635 at105->4.967999 at106->5.982078 at107->6.967557 at108->7.972213 at109->8.96474 at110->10.011441 at111->10.963255 at112->12.003313 at113->13.048126	2020 Jul 09 - 14:50:46	001594299046.747
at100->0.003955 at101->0.997392 at102->2.004633 at103->2.998296 at104->4.016914 at105->5.011579 at106->6.034661 at107->7.04984 at108->7.97039 at109->8.95476 at110->9.993458 at111->11.029199 at112->12.021137 at113->13.004179	2020 Jul 09 - 14:50:47	001594299047.769
at100->0.004653 at101->0.974941 at102->1.994765 at103->3.039798 at104->4.022291 at105->4.956826 at106->6.028599 at107->7.03838 at108->7.958931 at109->8.995792 at110->10.03142 at111->11.012163 at112->12.008316 at113->12.961841	2020 Jul 09 - 14:50:48	001594299048.796
at100->0.021422 at101->0.988958 at102->2.0328 at103->3.029427 at104->3.984424 at105->5.002762 at106->6.02226 at107->6.958223 at108->8.004358 at109->9.048837 at110->9.98081 at111->11.016884 at112->12.015619 at113->13.015401	2020 Jul 09 - 14:50:49	001594299049.830
at100->-0.038077 at101->0.976399 at102->2.040314 at103->3.046126 at104->4.015885 at105->5.040836 at106->5.992566 at107->7.027893 at108->7.985072 at109->8.975722 at110->9.956175 at111->10.977964 at112->12.04192 at113->13.00006	2020 Jul 09 - 14:50:50	001594299050.850
at100->0.046802 at101->1.034762 at102->1.95954 at103->2.99048 at104->4.014965 at105->4.986867 at106->6.035621 at107->7.039873 at108->8.047374 at109->9.019856 at110->9.958983 at111->10.975045 at112->11.982598 at113->13.020373	2020 Jul 09 - 14:50:51	001594299051.866
at100->-0.015179 at101->1.027154 at102->1.97161 at103->3.04324 at104->3.964295 at105->5.012118 at106->6.027582 at107->6.972941 at108->8.021557 at109->8.987316 at110->10.021003 at111->11.042922 at112->12.030651 at113->12.980767	2020 Jul 09 - 14:50:52	001594299052.895
at100->-0.021821 at101->1.033355 at102->2.017366 at103->3.037434 at104->3.972759 at105->5.04184 at106->6.001615 at107->7.044807 at108->8.026759 at109->9.03872 at110->10.004946 at111->10.95212 at112->12.044338 at113->12.973023	2020 Jul 09 - 14:50:53	001594299053.912
at100->0.018026 at101->1.014494 at102->2.026357 at103->2.958707 at104->3.961271 at105->5.022732 at106->6.030479 at107->7.022416 at108->8.044349 at109->8.959827 at110->10.007237 at111->10.99191 at112->11.981779 at113->13.021945	2020 Jul 09 - 14:50:54	001594299054.933
at100->-0.04118 at101->0.977646 at102->2.017827 at103->3.043469 at104->4.040802 at105->5.015024 at106->6.045369 at107->7.011398 at108->8.01707 at109->9.042131 at110->9.980499 at111->11.02126 at112->12.01789 at113->13.010452	2020 Jul 09 - 14:50:55	001594299055.961
at100->0.015535 at101->0.992575 at102->2.049636 at103->3.002004 at104->4.006499 at105->4.956142 at106->6.037281 at107->7.037421 at108->7.992814 at109->8.953324 at110->9.983741 at111->10.994368 at112->11.988866 at113->13.047867	2020 Jul 09 - 14:50:56	001594299056.981
at100->-0.026367 at101->0.967002 at102->1.980597 at103->3.046267 at104->3.988308 at105->5.004017 at106->6.036687 at107->7.020377 at108->8.005909 at109->9.037595 at110->9.969528 at111->11.028661 at112->12.028272 at113->12.995909	2020 Jul 09 - 14:50:58	001594299058.004
at100->0.003259 at101->1.042982 at102->1.997668 at103->2.992037 at104->4.028788 at105->5.042225 at106->5.981337 at107->7.008813 at108->8.028517 at109->9.015151 at110->10.023439 at111->11.000131 at112->11.982319 at113->12.971728	2020 Jul 09 - 14:50:59	001594299059.026
at100->-0.044401 at101->0.962234 at102->2.025444 at103->3.043271 at104->4.036365 at105->4.992224 at106->6.03611 at107->6.99121 at108->8.03188 at109->8.992871 at110->9.991905 at111->11.023839 at112->11.982108 at113->13.018024	2020 Jul 09 - 14:51:00	001594299060.055
at100->-0.042187 at101->0.980442 at102->1.992221 at103->2.973379 at104->3.991601 at105->5.028582 at106->6.044482 at107->6.963333 at108->7.960884 at109->8.990232 at110->10.012709 at111->10.95844 at112->12.042101 at113->13.030875	2020 Jul 09 - 14:51:01	001594299061.077
at100->0.005264 at101->1.034917 at102->2.005571 at103->3.007419 at104->4.01807 at105->5.032142 at106->6.022381 at107->7.003744 at108->7.97642 at109->9.011812 at110->10.049974 at111->11.00542 at112->12.008253 at113->13.04404	2020 Jul 09 - 14:51:02	001594299062.113
at100->-0.01031 at101->0.959892 at102->2.014637 at103->2.999097 at104->3.96987 at105->5.041507 at106->5.953432 at107->6.994627 at108->8.007674 at109->9.034291 at110->10.034682 at111->10.956967 at112->12.017171 at113->13.003888	2020 Jul 09 - 14:51:03	001594299063.136
at100->-0.048551 at101->0.969802 at102->1.970514 at103->3.031203 at104->4.023001 at105->5.04038 at106->6.03231 at107->6.956997 at108->7.982543 at109->8.975687 at110->9.996507 at111->11.009144 at112->11.981145 at113->13.047677	2020 Jul 09 - 14:51:04	001594299064.152
at100->0.024435 at101->0.992916 at102->2.045142 at103->3.04104 at104->4.027471 at105->4.998444 at106->5.992346 at107->6.993489 at108->7.982164 at109->8.985769 at110->9.960701 at111->11.025718 at112->11.970107 at113->12.97381	2020 Jul 09 - 14:51:05	001594299065.175
at100->-0.000788 at101->1.046938 at102->1.992164 at103->2.990254 at104->3.952483 at105->5.025326 at106->5.976269 at107->7.03463 at108->7.968286 at109->9.013465 at110->10.013748 at111->10.981544 at112->11.974272 at113->13.041423	2020 Jul 09 - 14:51:06	001594299066.197
at100->-0.025068 at101->0.991216 at102->2.023811 at103->2.991456 at104->4.021606 at105->5.038578 at106->6.00996 at107->6.956213 at108->7.982871 at109->9.037266 at110->9.992321 at111->10.954281 at112->11.995777 at113->12.958687	2020 Jul 09 - 14:51:07	001594299067.225
at100->-0.029071 at101->0.979869 at102->1.966828 at103->3.001751 at104->3.999994 at105->4.984662 at106->6.029672 at107->7.016307 at108->8.043479 at109->9.008551 at110->10.045027 at111->11.010827 at112->11.983847 at113->12.997982	2020 Jul 09 - 14:51:08	001594299068.246
at100->0.01773 at101->0.977729 at102->1.976977 at103->2.973395 at104->4.015355 at105->5.029939 at106->5.983446 at107->7.026006 at108->7.972613 at109->8.969966 at110->10.01042 at111->11.02461 at112->11.994928 at113->12.963128	2020 Jul 09 - 14:51:09	001594299069.270
at100->0.012345 at101->1.036559 at102->1.97959 at103->2.972947 at104->3.989312 at105->4.986135 at106->6.002163 at107->7.029343 at108->7.957936 at109->9.007113 at110->9.987581 at111->10.991681 at112->11.951392 at113->13.002073	2020 Jul 09 - 14:51:10	001594299070.283
at100->-0.042422 at101->0.977792 at102->1.972879 at103->2.981308 at104->4.045663 at105->5.03605 at106->6.01686 at107->7.017971 at108->7.960497 at109->8.9842 at110->9.963081 at111->11.014172 at112->11.994861 at113->13.01665	2020 Jul 09 - 14:51:11	001594299071.304
at100->0.00823 at101->0.997206 at102->1.950718 at103->2.965295 at104->3.979718 at105->5.020096 at106->6.013769 at107->7.000319 at108->7.960909 at109->8.985786 at110->9.967353 at111->10.995197 at112->12.043863 at113->13.037227	2020 Jul 09 - 14:51:12	001594299072.330
at100->-0.022996 at101->0.99145 at102->2.01077 at103->2.951015 at104->3.968254 at105->4.991682 at106->5.975404 at107->7.04249 at108->8.019856 at109->9.04985 at110->10.041344 at111->10.978843 at112->11.981974 at113->13.01916	2020 Jul 09 - 14:51:13	001594299073.351
at100->-0.002247 at101->0.986172 at102->2.032091 at103->2.962479 at104->4.009374 at105->5.014777 at106->5.973396 at107->7.024826 at108->8.008349 at109->8.951341 at110->9.961558 at111->11.028016 at112->12.003125 at113->12.981119	2020 Jul 09 - 14:51:14	001594299074.365
at100->-0.035425 at101->0.980139 at102->1.984623 at103->3.011356 at104->3.955382 at105->5.017315 at106->6.019591 at107->6.979265 at108->7.987359 at109->8.982517 at110->9.957797 at111->10.988563 at112->11.98619 at113->13.040805	2020 Jul 09 - 14:51:15	001594299075.394
at100->-0.02126 at101->1.047976 at102->1.976533 at103->2.950858 at104->3.971028 at105->4.992883 at106->5.976918 at107->6.973254 at108->7.959831 at109->9.01969 at110->10.007669 at111->11.03041 at112->11.996652 at113->13.007027	2020 Jul 09 - 14:51:16	001594299076.409
at100->0.043212 at101->0.995219 at102->2.030141 at103->3.04649 at104->3.957749 at105->5.024653 at106->5.955044 at107->7.019138 at108->7.990653 at109->8.991924 at110->10.009446 at111->11.026323 at112->12.00213 at113->13.014413	2020 Jul 09 - 14:51:17	001594299077.436
at100->0.048371 at101->1.010501 at102->2.040092 at103->3.006427 at104->4.011007 at105->4.973938 at106->6.032948 at107->7.048349 at108->8.009577 at109->8.971211 at110->9.972016 at111->11.008718 at112->12.039333 at113->13.035079	2020 Jul 09 - 14:51:18	001594299078.456
at100->0.035804 at101->1.034758 at102->1.972424 at103->3.033358 at104->4.039487 at105->4.963141 at106->6.010495 at107->7.020696 at108->7.964984 at109->9.028434 at110->10.008194 at111->11.041672 at112->11.964948 at113->12.962607	2020 Jul 09 - 14:51:19	001594299079.471
at100->0.049413 at101->1.015083 at102->2.041666 at103->2.991055 at104->4.049429 at105->5.001313 at106->5.986648 at107->7.04993 at108->8.021562 at109->9.013188 at110->9.978491 at111->11.04519 at112->11.997582 at113->12.981305	2020 Jul 09 - 14:51:20	001594299080.494
at100->-0.04018 at101->0.989918 at102->1.980735 at103->2.99072 at104->4.01622 at105->5.015982 at106->5.991399 at107->7.030806 at108->8.011936 at109->9.043329 at110->10.03369 at111->10.964711 at112->12.023427 at113->13.032029	2020 Jul 09 - 14:51:21	001594299081.523
at100->-0.035905 at101->1.038778 at102->1.981965 at103->2.999747 at104->4.013221 at105->5.014715 at106->5.999254 at107->6.968203 at108->8.029527 at109->8.959739 at110->10.047627 at111->10.977126 at112->11.975887 at113->12.960381	2020 Jul 09 - 14:51:22	001594299082.551
at100->0.018782 at101->1.007907 at102->1.965956 at103->3.039176 at104->3.958826 at105->5.010015 at106->6.027536 at107->6.978664 at108->8.024151 at109->9.023882 at110->9.961922 at111->10.978338 at112->12.01217 at113->13.044404	2020 Jul 09 - 14:51:23	001594299083.577
at100->-0.044094 at101->1.031751 at102->1.952563 at103->2.99618 at104->4.049296 at105->5.034692 at106->5.995874 at107->6.966071 at108->8.00576 at109->9.032448 at110->10.038308 at111->11.035495 at112->12.048396 at113->13.016105	2020 Jul 09 - 14:51:24	001594299084.592
at100->0.014939 at101->0.982717 at102->1.959328 at103->3.001033 at104->3.951857 at105->4.991027 at106->5.986692 at107->7.024131 at108->8.017041 at109->9.012931 at110->9.980384 at111->11.009566 at112->11.996025 at113->13.035306	2020 Jul 09 - 14:51:25	001594299085.618
at100->0.006563 at101->0.982366 at102->2.020785 at103->3.028475 at104->3.967496 at105->4.997412 at106->5.991771 at107->6.967308 at108->7.991817 at109->8.955646 at110->10.045349 at111->11.043258 at112->12.03354 at113->12.992734	2020 Jul 09 - 14:51:26	001594299086.640
at100->0.015524 at101->0.954813 at102->2.009433 at103->2.967745 at104->4.038054 at105->4.971257 at106->6.039541 at107->6.990392 at108->7.988965 at109->9.029039 at110->9.970784 at111->10.964886 at112->12.018384 at113->13.005329	2020 Jul 09 - 14:51:27	001594299087.657
at100->0.009523 at101->1.002832 at102->1.967186 at103->3.030827 at104->4.033561 at105->4.957662 at106->5.972774 at107->7.033319 at108->8.022169 at109->8.973008 at110->10.049871 at111->10.982905 at112->12.032953 at113->13.026618	2020 Jul 09 - 14:51:28	001594299088.673
at100->0.031853 at101->1.045745 at102->1.966792 at103->3.011437 at104->4.044201 at105->5.00675 at106->5.979529 at107->7.033857 at108->8.039414 at109->9.009071 at110->10.033068 at111->11.032562 at112->11.964151 at113->13.016028	2020 Jul 09 - 14:51:29	001594299089.701
at100->0.030771 at101->1.015227 at102->2.00154 at103->2.999202 at104->4.016921 at105->5.044743 at106->5.950681 at107->7.04236 at108->8.010188 at109->8.974576 at110->9.97226 at111->11.046614 at112->12.004645 at113->13.027408	2020 Jul 09 - 14:51:30	001594299090.722
at100->0.012903 at101->0.997374 at102->2.004624 at103->3.007383 at104->4.020057 at105->5.046572 at106->5.972938 at107->6.972941 at108->8.018489 at109->9.029017 at110->10.014995 at111->10.958227 at112->12.030905 at113->13.040876	2020 Jul 09 - 14:51:31	001594299091.748
at100->0.010781 at101->1.010181 at102->1.992059 at103->3.040344 at104->4.01188 at105->5.015918 at106->6.013244 at107->7.00151 at108->7.993686 at109->8.981551 at110->9.963388 at111->10.992166 at112->12.04945 at113->12.96741	2020 Jul 09 - 14:51:32	001594299092.777
at100->0.012778 at101->0.970932 at102->1.983489 at103->2.96184 at104->3.953088 at105->4.993598 at106->5.994678 at107->6.990935 at108->8.011633 at109->8.96265 at110->9.958613 at111->10.981426 at112->12.025839 at113->12.962547	2020 Jul 09 - 14:51:33	001594299093.798
at100->0.026345 at101->1.039195 at102->2.013035 at103->2.967266 at104->4.005826 at105->5.042029 at106->5.960216 at107->7.015576 at108->8.01945 at109->8.958091 at110->10.010612 at111->11.004643 at112->11.9943 at113->13.007694	2020 Jul 09 - 14:51:34	001594299094.826
at100->-0.008446 at101->0.970542 at102->2.033127 at103->2.997999 at104->3.982213 at105->5.035476 at106->5.958004 at107->6.96547 at108->8.023333 at109->9.037356 at110->9.957343 at111->10.976326 at112->12.00264 at113->13.043009	2020 Jul 09 - 14:51:35	001594299095.849
at100->-0.047721 at101->1.036507 at102->1.970227 at103->2.99134 at104->3.957749 at105->5.041248 at106->6.001712 at107->7.03839 at108->7.964293 at109->8.971908 at110->10.022334 at111->11.01005 at112->12.012109 at113->12.959715	2020 Jul 09 - 14:51:36	001594299096.879
at100->-0.048461 at101->0.988057 at102->1.976166 at103->3.015365 at104->4.021981 at105->4.953101 at106->5.997814 at107->7.04554 at108->8.01546 at109->9.000758 at110->9.953006 at111->11.033703 at112->11.9922 at113->12.956977	2020 Jul 09 - 14:51:37	001594299097.903
at100->-0.044668 at101->1.045343 at102->2.04107 at103->2.978702 at104->4.009767 at105->5.036577 at106->6.005009 at107->6.956385 at108->8.003047 at109->9.023159 at110->10.047061 at111->11.030873 at112->11.989175 at113->12.960226	2020 Jul 09 - 14:51:38	001594299098.924
at100->0.038731 at101->1.006548 at102->1.977631 at103->2.970251 at104->4.040277 at105->5.04677 at106->6.016076 at107->6.998756 at108->8.029781 at109->8.981591 at110->9.962527 at111->10.958956 at112->11.965046 at113->13.041315	2020 Jul 09 - 14:51:39	001594299099.940
at100->-0.032871 at101->0.966236 at102->1.986218 at103->2.99857 at104->4.001887 at105->4.999691 at106->6.000414 at107->7.019982 at108->8.026485 at109->9.005448 at110->10.04983 at111->10.965638 at112->11.997 at113->13.032931	2020 Jul 09 - 14:51:40	001594299100.962
at100->0.041236 at101->0.963639 at102->1.954058 at103->2.998293 at104->3.986232 at105->5.039685 at106->5.966449 at107->6.966074 at108->8.026971 at109->9.024058 at110->9.994849 at111->11.011446 at112->11.956534 at113->13.022281	2020 Jul 09 - 14:51:41	001594299101.983
at100->-0.022495 at101->0.955502 at102->1.979215 at103->3.004181 at104->3.994493 at105->4.98709 at106->6.001334 at107->7.030223 at108->7.961523 at109->8.950827 at110->9.985093 at111->11.005761 at112->11.976763 at113->12.954506	2020 Jul 09 - 14:51:42	001594299102.999
at100->-0.00698 at101->0.967981 at102->1.988833 at103->2.995761 at104->3.973171 at105->4.980294 at106->5.983172 at107->7.043599 at108->8.027679 at109->9.02731 at110->10.037987 at111->11.028846 at112->11.978022 at113->13.023636	2020 Jul 09 - 14:51:44	001594299104.021
at100->-0.012021 at101->0.95291 at102->2.033273 at103->3.042616 at104->4.017311 at105->5.046956 at106->5.986792 at107->6.969978 at108->7.996615 at109->8.955783 at110->9.999418 at111->11.001018 at112->11.971951 at113->13.002976	2020 Jul 09 - 14:51:45	001594299105.044
at100->0.042711 at101->1.038602 at102->1.993657 at103->3.003711 at104->3.979049 at105->4.992263 at106->5.984051 at107->7.017317 at108->7.952498 at109->9.00301 at110->9.954798 at111->10.971284 at112->12.026152 at113->12.977968	2020 Jul 09 - 14:51:46	001594299106.071
at100->-0.046351 at101->1.027196 at102->1.952265 at103->2.987243 at104->4.042824 at105->4.978837 at106->6.004671 at107->7.049555 at108->8.003088 at109->9.026602 at110->10.020515 at111->11.035908 at112->12.034435 at113->13.037225	2020 Jul 09 - 14:51:47	001594299107.093
at100->0.026054 at101->1.001748 at102->1.972069 at103->2.995587 at104->3.972965 at105->4.97549 at106->6.002436 at107->7.011305 at108->8.04123 at109->9.034312 at110->10.02767 at111->11.003733 at112->11.981368 at113->12.959999	2020 Jul 09 - 14:51:48	001594299108.108
at100->-0.006424 at101->0.962143 at102->2.010987 at103->3.044337 at104->3.978509 at105->5.042078 at106->5.979531 at107->7.005726 at108->7.970877 at109->9.015886 at110->9.957658 at111->11.010468 at112->11.981109 at113->13.011365	2020 Jul 09 - 14:51:49	001594299109.130
at100->0.037394 at101->0.952846 at102->1.994456 at103->2.958594 at104->3.967693 at105->4.960228 at106->5.97603 at107->6.958977 at108->8.001597 at109->8.979166 at110->9.984998 at111->10.964976 at112->12.016074 at113->12.987166	2020 Jul 09 - 14:51:50	001594299110.145
at100->0.035968 at101->1.038825 at102->1.99628 at103->2.997226 at104->3.966951 at105->5.037287 at106->5.985618 at107->6.989657 at108->8.006881 at109->9.039573 at110->10.019032 at111->11.018302 at112->12.03116 at113->12.971127	2020 Jul 09 - 14:51:51	001594299111.171
at100->0.029408 at101->0.991467 at102->1.950546 at103->3.032146 at104->4.036926 at105->5.020937 at106->5.979238 at107->7.024097 at108->8.00643 at109->8.983749 at110->10.005412 at111->10.983279 at112->12.003459 at113->13.003605	2020 Jul 09 - 14:51:52	001594299112.192
at100->-0.009335 at101->1.028791 at102->2.047681 at103->2.958549 at104->4.006662 at105->4.990071 at106->6.024653 at107->6.989272 at108->7.990137 at109->9.026316 at110->10.009506 at111->10.976331 at112->12.043998 at113->12.974129	2020 Jul 09 - 14:51:53	001594299113.220
at100->0.033883 at101->0.972713 at102->2.009845 at103->3.049592 at104->4.019729 at105->4.982546 at106->6.032425 at107->6.981663 at108->7.989192 at109->9.047228 at110->9.9785 at111->10.968729 at112->11.963892 at113->12.969459	2020 Jul 09 - 14:51:54	001594299114.236
at100->0.028941 at101->1.032104 at102->2.009203 at103->2.996938 at104->3.980022 at105->5.019939 at106->6.036379 at107->7.014691 at108->7.997611 at109->9.024634 at110->9.962606 at111->10.986429 at112->11.987587 at113->13.025411	2020 Jul 09 - 14:51:55	001594299115.265
at100->0.049416 at101->0.950707 at102->2.044865 at103->3.012411 at104->4.013112 at105->5.030961 at106->6.01991 at107->6.97824 at108->7.969913 at109->8.984611 at110->10.014321 at111->10.980763 at112->12.043922 at113->12.958312	2020 Jul 09 - 14:51:56	001594299116.285
at100->-0.0426 at101->1.015596 at102->1.964576 at103->2.973256 at104->3.969968 at105->4.954803 at106->5.975287 at107->6.986335 at108->8.045358 at109->9.020854 at110->10.019557 at111->11.014179 at112->12.024565 at113->13.019809	2020 Jul 09 - 14:51:57	001594299117.306
at100->0.049722 at101->0.952401 at102->1.961891 at103->2.990794 at104->4.045142 at105->5.007328 at106->6.032691 at107->6.97476 at108->8.023024 at109->9.038694 at110->9.99437 at111->10.963864 at112->11.954608 at113->12.959887	2020 Jul 09 - 14:51:58	001594299118.320
at100->0.038257 at101->1.013489 at102->2.033991 at103->2.974975 at104->3.962039 at105->4.987792 at106->6.049378 at107->7.013748 at108->7.954728 at109->8.979812 at110->10.008224 at111->10.964472 at112->11.987193 at113->13.015456	2020 Jul 09 - 14:51:59	001594299119.361
at100->0.006973 at101->1.024838 at102->2.013112 at103->3.029125 at104->4.023018 at105->4.95545 at106->5.981313 at107->7.026156 at108->8.046377 at109->8.955013 at110->9.995966 at111->10.960652 at112->11.976592 at113->12.983459	2020 Jul 09 - 14:52:00	001594299120.382
at100->0.013839 at101->0.954168 at102->1.966362 at103->3.04181 at104->4.046969 at105->4.976625 at106->6.045251 at107->7.003262 at108->7.957447 at109->9.033841 at110->10.034995 at111->11.011855 at112->11.955747 at113->12.990017	2020 Jul 09 - 14:52:01	001594299121.409
at100->-0.047113 at101->1.031039 at102->1.968582 at103->3.030399 at104->3.968184 at105->4.961174 at106->5.998941 at107->7.003332 at108->7.953016 at109->8.984807 at110->10.036546 at111->11.026665 at112->12.038481 at113->12.984014	2020 Jul 09 - 14:52:02	001594299122.432
at100->-0.016636 at101->0.952218 at102->2.017808 at103->2.965013 at104->4.008832 at105->4.970607 at106->6.029161 at107->7.012816 at108->8.01974 at109->9.031276 at110->10.022301 at111->10.957377 at112->11.962813 at113->12.963791	2020 Jul 09 - 14:52:03	001594299123.459
at100->0.025415 at101->0.988358 at102->1.95483 at103->3.042187 at104->4.031387 at105->5.032221 at106->6.009391 at107->7.008691 at108->8.028356 at109->9.000547 at110->9.975552 at111->11.006416 at112->11.950739 at113->12.972485	2020 Jul 09 - 14:52:04	001594299124.481
at100->-0.031759 at101->0.960811 at102->2.010784 at103->2.990322 at104->3.980729 at105->4.957574 at106->6.008736 at107->7.002636 at108->8.016473 at109->9.029249 at110->9.985594 at111->10.977543 at112->11.981916 at113->12.968795	2020 Jul 09 - 14:52:05	001594299125.510
at100->0.038841 at101->0.962649 at102->2.007449 at103->3.020866 at104->4.022708 at105->4.950964 at106->5.977462 at107->7.015688 at108->8.020557 at109->9.022101 at110->10.025215 at111->10.996595 at112->12.043871 at113->13.041456	2020 Jul 09 - 14:52:06	001594299126.537
at100->0.039008 at101->1.019318 at102->1.97465 at103->3.005322 at104->3.986295 at105->4.951761 at106->5.988464 at107->7.036212 at108->7.991362 at109->8.975528 at110->10.00903 at111->11.032574 at112->12.049241 at113->13.038744	2020 Jul 09 - 14:52:07	001594299127.557
at100->-0.01784 at101->1.005239 at102->1.983923 at103->2.994143 at104->4.018324 at105->5.049351 at106->6.00491 at107->7.049304 at108->8.017871 at109->9.014938 at110->9.966469 at111->11.027922 at112->11.992951 at113->13.035937	2020 Jul 09 - 14:52:08	001594299128.579
at100->0.048209 at101->0.950127 at102->2.045881 at103->3.037897 at104->4.043154 at105->5.007626 at106->5.990735 at107->7.004715 at108->8.01203 at109->8.963936 at110->9.983532 at111->11.024235 at112->11.961248 at113->12.994556	2020 Jul 09 - 14:52:09	001594299129.613
at100->0.014437 at101->1.017608 at102->1.968986 at103->3.049556 at104->4.011478 at105->4.9573 at106->5.950713 at107->6.972331 at108->7.950773 at109->9.013967 at110->10.032718 at111->10.962635 at112->12.023332 at113->13.016684	2020 Jul 09 - 14:52:10	001594299130.628
at100->-0.002626 at101->1.021584 at102->1.964749 at103->3.046683 at104->4.033957 at105->4.957159 at106->5.960258 at107->6.952704 at108->7.999649 at109->8.99596 at110->9.986101 at111->10.970854 at112->11.965217 at113->12.95024	2020 Jul 09 - 14:52:11	001594299131.650
at100->-0.028847 at101->0.978408 at102->1.956197 at103->2.969489 at104->4.014155 at105->5.017495 at106->5.983318 at107->6.970129 at108->7.99598 at109->9.045298 at110->9.969452 at111->10.970085 at112->11.952881 at113->13.030969	2020 Jul 09 - 14:52:12	001594299132.666
at100->0.000981 at101->0.952784 at102->1.954782 at103->2.980458 at104->3.955081 at105->4.987009 at106->5.963418 at107->7.013164 at108->7.980578 at109->9.000561 at110->10.002572 at111->11.029493 at112->12.030705 at113->13.034548	2020 Jul 09 - 14:52:13	001594299133.700
at100->0.01244 at101->0.981649 at102->1.988827 at103->2.985922 at104->3.975647 at105->4.959899 at106->6.003431 at107->6.992886 at108->8.028075 at109->9.014844 at110->10.03173 at111->10.990464 at112->11.976292 at113->13.032498	2020 Jul 09 - 14:52:14	001594299134.729
at100->0.026398 at101->1.0157 at102->2.01828 at103->3.03921 at104->3.950593 at105->4.95775 at106->6.016058 at107->6.9784 at108->7.99228 at109->9.032518 at110->9.974447 at111->10.978539 at112->12.002173 at113->12.992674	2020 Jul 09 - 14:52:15	001594299135.751
at100->0.049087 at101->0.967383 at102->1.952247 at103->2.953557 at104->3.964245 at105->4.987371 at106->5.990835 at107->7.043853 at108->7.95301 at109->9.017019 at110->10.005928 at111->10.977892 at112->11.98157 at113->12.985015	2020 Jul 09 - 14:52:16	001594299136.785
at100->0.016107 at101->0.984472 at102->2.027737 at103->2.951587 at104->4.019461 at105->5.026395 at106->5.96398 at107->6.994116 at108->8.010719 at109->8.96814 at110->9.971079 at111->10.99143 at112->12.03531 at113->12.965116	2020 Jul 09 - 14:52:17	001594299137.800
at100->-0.044498 at101->1.020782 at102->1.980576 at103->2.957952 at104->4.018884 at105->5.019271 at106->6.005736 at107->7.003084 at108->8.03383 at109->8.968311 at110->9.968836 at111->11.020891 at112->11.983635 at113->12.97712	2020 Jul 09 - 14:52:18	001594299138.822
at100->0.019429 at101->1.049071 at102->2.039514 at103->3.001426 at104->4.035867 at105->4.997488 at106->5.978965 at107->6.962361 at108->8.026112 at109->8.984745 at110->9.981389 at111->11.004427 at112->11.978303 at113->13.043505	2020 Jul 09 - 14:52:19	001594299139.849
at100->0.030346 at101->0.963416 at102->1.985281 at103->2.98321 at104->3.990881 at105->5.011867 at106->5.959148 at107->7.049453 at108->7.974413 at109->8.955424 at110->10.04202 at111->10.975166 at112->11.975643 at113->12.971347	2020 Jul 09 - 14:52:20	001594299140.863
at100->-0.041367 at101->0.978714 at102->2.008834 at103->2.952106 at104->4.021091 at105->5.024504 at106->6.026431 at107->6.972972 at108->7.988837 at109->9.00714 at110->9.967368 at111->11.026658 at112->11.994488 at113->12.954233	2020 Jul 09 - 14:52:21	001594299141.883
at100->-0.030674 at101->0.955458 at102->1.991451 at103->2.986383 at104->3.984091 at105->4.964787 at106->5.989416 at107->7.028781 at108->8.00041 at109->9.007766 at110->10.031895 at111->11.035175 at112->11.987557 at113->13.049526	2020 Jul 09 - 14:52:22	001594299142.897
